,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
931,17060345,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,190 m²,220 m²,4+1,5-10,2.Kat,12,Merkezi (Pay Ölçer),Kiracı Oturuyor,,Kat Mülkiyeti,Evet,,3,,,,,,,,Genel Fiyat,,,70.000TL, Küçükçekmece - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/cennet-koru-41-gol-manzarali-kiralik-daire-17060345/,,,Boş,Yok,,
932,17060344,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,110 m²,143 m²,2+1,5-10,8.Kat,23,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,35.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/hepistanbul-aveb-21-143-m-full-esyali-kiralik-daire-17060344/,,,Eşyalı,Yok,,
933,17060287,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,65 m²,102 m²,1+1,5-10,10.Kat,17,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,33.000TL, Gaziosmanpaşa - Karadeniz Mahallesi,https://www.emlakjet.com//ilan/viaport-venezia-da-kare-salon-balkonlu-bos-kiralik-11-daire-17060287/,,,Boş,Yok,,
934,17060260,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,100 m²,118 m²,3+1,5-10,4.Kat,11,Merkezi (Pay Ölçer),Kiracı Oturuyor,,Tapu Kaydı Yok,Evet,,1,,,,,,,,Genel Fiyat,,,30.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/kayasehir-toki-9-bolge-de-kiralik-3-oda-1-salon-118-m2-daire-17060260/,,,Boş,Yok,,
935,17060234,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,3.Kat,13,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,21.000TL, Tuzla - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/21-arakat-site-ici-asansorlu-17060234/,,,Boş,Yok,,
936,17060222,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,,,16.200TL, Ümraniye - Madenler Mahallesi,https://www.emlakjet.com//ilan/madenler-de-metro-yurume-mesafesi-genis-31-giris-kati-daire-17060222/,,,Boş,Yok,,
937,17060214,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,85 m²,115 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,37.000TL, Ümraniye - İnkılap Mahallesi,https://www.emlakjet.com//ilan/umraniye-inkilapmh-31-arakat-115-m2-ebeveyn-banyo-kiralik-daire-17060214/,,,Boş,Yok,,
938,17060028,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,15.000TL, Esenyurt - Akşemseddin Mahallesi,https://www.emlakjet.com//ilan/esyasiz-esyali-31-kiralik-daire-17060028/,,,Eşyalı,Yok,,
939,17059962,22 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,97 m²,109 m²,3+1,2,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,52500 TL,2,,Var,1,Açık Balkon,,2,,Genel Fiyat,443,3,52.500TL, Üsküdar - Aziz Mahmut Hüdayi Mahallesi,https://www.emlakjet.com//ilan/aziz-mahmut-hudayi-de-yeni-binada-kiralik-31-17059962/,İkinci El,Betonarme,,Yok,Evet,
940,17059943,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,17.000TL, Esenyurt - İncirtepe Mahallesi,https://www.emlakjet.com//ilan/incirtepe-de-kiralik-21-daire-17059943/,,,Boş,Yok,,
941,17059942,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,4,4.Kat,7,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,20.000TL, Esenyurt - Akşemseddin Mahallesi,https://www.emlakjet.com//ilan/butik-site-icinde-kiralik-daire-17059942/,,,Boş,Yok,,
942,17059924,22 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,60 m²,85 m²,1+1,3,24.Kat,30,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,20.000TL, Esenyurt - Orhan Gazi Mahallesi,https://www.emlakjet.com//ilan/hayat-park2-11-buyuk-tip-17059924/,,,Boş,Yok,,
943,17059832,22 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,30000 TL,1,,,,,,,,Genel Fiyat,1340,44,30.000TL, Üsküdar - Sultantepe Mahallesi,https://www.emlakjet.com//ilan/aktas-tan-sultantepe-de-21-ici-sifirlanmis-konsept-giris-daire-17059832/,,,,,,
944,17059814,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,11-15,1.Kat,30,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,14.000TL, Esenyurt - Akevler Mahallesi,https://www.emlakjet.com//ilan/imtilaa-gayrimenkul-den-solarkent-11-70-m2-kirailk-daire-17059814/,,,Boş,Yok,,
945,17059725,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,26.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/19-mayis-cd-uzerinde-ara-kat-full-esyali-11-daire-17059725/,İkinci El,,Eşyalı,Yok,,
946,17059607,22 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,115 m²,135 m²,2+1,21 Ve Üzeri,3.Kat,4,Doğalgaz Sobalı,Boş,,Arsa Tapulu,Hayır,,1,,Var,2,Açık Balkon,,1,,Genel Fiyat,3175,15,15.500TL, Gaziosmanpaşa - Kazım Karabekir Mahallesi,https://www.emlakjet.com//ilan/sahibinden-21-kiralik-daire-17059607/,İkinci El,Betonarme,,,,
947,17059589,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,150 TL,Kat Mülkiyeti,Hayır,25000 TL,1,,Var,2,Açık Balkon,4 m²,1,,Genel Fiyat,328,17,25.000TL, Sancaktepe - Yunus Emre Mahallesi,https://www.emlakjet.com//ilan/istanbul-sancaktepe-yunusemre-mah-kiralik-31-sifir-daire-140-m2-17059589/,Sıfır,Betonarme,Boş,Yok,Evet,30 m²
948,17059521,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,5-10,4.Kat,6,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,60000 TL,2,,Var,1,Açık Balkon,,1,,Genel Fiyat,,,30.000TL, Beylikdüzü - Adnan Kahveci Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-adnan-kahvecide-kolejler-bolgesinde-31-kiralik-daire-17059521/,İkinci El,Betonarme,Boş,Yok,Evet,
949,17059404,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,25000 TL,1,,,,,,,,Genel Fiyat,,,25.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/s-evler-merkezde-metrobuse-2dk-bekarada-uygun-17059404/,,,,,,
950,17059404,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,25000 TL,1,,,,,,,,Genel Fiyat,,,25.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/s-evler-merkezde-metrobuse-2dk-bekarada-uygun-17059404/,,,,,,
951,17059218,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,11000 TL,1,,Yok,,,,,,Genel Fiyat,297,5,10.500TL, Başakşehir - Güvercintepe Mahallesi,https://www.emlakjet.com//ilan/guvercintepe-de-kiralik-11-65m2-daire-eray-insaat-emlak-17059218/,,,,,Evet,
952,17059116,22 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,50 TL,Kat Mülkiyeti,Hayır,20000 TL,1,,Var,3,"Açık Balkon, Kapalı Balkon",,,,Genel Fiyat,null,8505,18.500TL, Bahçelievler - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/sirinevler-meydana-yakinesyali-daire-17059116/,İkinci El,Betonarme,Eşyalı,,Evet,
953,17059035,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,65 m²,67 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,15000 TL,1,,,,,,1,,Birim Fiyat,1176,42,15.000TL, Fatih - Sümbül Efendi Mahallesi,https://www.emlakjet.com//ilan/kocamustafapasa-sumbulefendi-mah-cambaziye-cikmazinda-21-cift-cephe-kiralik-daire-17059035/,,,,,,
954,17058633,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,26.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/19-mayis-cd-genc-binada-ara-kat-balkonlu-ve-esyali-11-17058633/,İkinci El,,Eşyalı,Yok,,
955,17058598,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,6831,18.500TL, Küçükçekmece - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/baris-tan-tepeustu-karanfil-sokakta-kiralik-21-daire-17058598/,,,,,,
956,17058511,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),Bahçe Katı,6,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,40000 TL,1,,Yok,,,,1,,Genel Fiyat,,11895,23.500TL, Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com//ilan/avcilar-denizkoskler-mahallesi-11-esyali-kiralik-sifir-daire-denize-cok-yakin-metrobuse-5-dk-17058511/,Sıfır,Betonarme,Eşyalı,Yok,Hayır,
957,17058497,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,250 m²,300 m²,5+2,5-10,4.Kat,5,Kombi Doğalgaz,Boş,1500 TL,Yabancıdan,Hayır,120000 TL,3,,Var,3,"Açık Balkon, Açık Teras",,3,,Genel Fiyat,,,60.000TL, Beylikdüzü - Dereağzı Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-dereagzinda-52-dublex-butik-sitede-kiralik-daire-17058497/,İkinci El,Betonarme,Boş,Yok,Evet,
958,17058324,22 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,1 Oda,5-10,Kot 1 (-1).Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,Yok,,,,1,,Genel Fiyat,9072,12,22.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/tuncay-dan-sisli-de-cadde-uzerinde-11-esyali-otoparkli-daire-17058324/,,,,,,
959,17058262,22 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,69 m²,75 m²,2+1,11-15,9.Kat,12,Merkezi Doğalgaz,Boş,1450 TL,Kat Mülkiyeti,Evet,45000 TL,1,4 m²,Var,1,Açık Balkon,4 m²,1,,Genel Fiyat,1006,2,23.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/son-5-gun-emlakci-araci-yok-direk-mal-sahibinden-kiralik-17058262/,Sıfır,,Boş,Yok,,
960,17058030,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,52 m²,70 m²,1+1,5-10,19.Kat,30,Merkezi (Pay Ölçer),Boş,,Yabancıdan,Evet,,1,,,,,,,,Genel Fiyat,,,30.000TL, Avcılar - Üniversite Mahallesi,https://www.emlakjet.com//ilan/universite-mah-allure-tower-da-11-deniz-manzarali-kiralik-daire-17058030/,,,,,,
961,17057952,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,140 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,50 TL,Yabancıdan,Hayır,14000 TL,2,,Var,1,Açık Balkon,,,,Genel Fiyat,,,14.000TL, Esenyurt - Şehitler Mahallesi,https://www.emlakjet.com//ilan/kirac-sehitler-mahallesi-nde-genis-ailelere-ozel-temiz-daire-17057952/,,,,,,
962,17057913,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,47 m²,55 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,2202,2,17.000TL, Zeytinburnu - Sümer Mahallesi,https://www.emlakjet.com//ilan/sumerde-11-55m2-yeni-bina-asansorlu-1-kat-17057913/,,,,,,
963,17057910,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,483,7,32.500TL, Kadıköy - Hasanpaşa Mahallesi,https://www.emlakjet.com//ilan/eurocity-den-acibademde-telekoma-yakin-ara-kat-ici-yapili-21-17057910/,,,,,,
964,17057823,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,23.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/19-mayis-cad-uzerinde-sifir-binada-kiralik-11-ters-dublex-17057823/,İkinci El,,Boş,Yok,,
965,17057800,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,2.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,13500 TL,1,,Yok,,,,2,,Genel Fiyat,3155,4,13.500TL, Esenyurt - Süleymaniye Mahallesi,https://www.emlakjet.com//ilan/esenyurt-ardicli-suleymaniye-mahallesi-21-kiralik-daire-80-m2-2-kat-asansorlu-temiz-bos-daire-17057800/,İkinci El,Betonarme,Boş,Yok,Hayır,
966,17057721,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,32.000TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/alanaldi-caddesi-uzerinde-ara-kat-genis-31-daire-17057721/,İkinci El,,Boş,Yok,,
967,17057594,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,5442,4,20.000TL, Silivri - Piri Mehmet Paşa Mahallesi,https://www.emlakjet.com//ilan/silivri-carsi-merkezde-31-kiralik-daire-17057594/,,,,,,
968,17057583,22 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,150 m²,190 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,Yabancıdan,Evet,,2,,,,,,,,Genel Fiyat,,,29.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/esenyurt-zafer-mh-ozlensehir-sitesinde-full-esyali-31-merkezi-k-17057583/,,,,,,
969,17057581,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,13000 TL,1,,Yok,,,,1,,Genel Fiyat,522,4,13.500TL, Esenyurt - Yenikent Mahallesi,https://www.emlakjet.com//ilan/esenyurt-yenikent-mahallesi-21-kiralik-daire-2-kat-80-m2-asansorlu-cadde-uzeri-merkezi-konum-17057581/,İkinci El,Betonarme,Boş,Yok,Hayır,
970,17057574,22 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,150 TL,Kat Mülkiyeti,Hayır,30000 TL,1,,Var,1,Kapalı Balkon,,2,,Genel Fiyat,2639,298,30.000TL, Üsküdar - Sultantepe Mahallesi,https://www.emlakjet.com//ilan/as-emlak-tan-21-sultantepede-merkeze-yakin-4-kat-85m2-daire-17057574/,İkinci El,Betonarme,Boş,Yok,Evet,
971,17057544,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,120 m²,150 m²,4+1,16-20,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,1949,3,60.000TL, Ataşehir - Küçükbakkalköy Mahallesi,https://www.emlakjet.com//ilan/atasehir-or-ko-sitesinde-kiralik-41-daire-17057544/,,,,,,
972,17057543,22 Mart 2025,29 Mart 2025,Konut,Kiralık,Daire,47 m²,48 m²,1+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,560,4,20.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/kucukcekmece-atakent-3-etap-560-ada-da-arakat-bos-kiralik-11-47m2-daire-17057543/,,,,,,
973,17057514,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,58 m²,68 m²,1+1,5-10,2.Kat,8,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,1949,23.000TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/seeworld-dore-life-11-kiralik-70m2-dorelife-sancaktepe-17057514/,,,,,,
974,17057458,22 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,9652,30.000TL, Bahçelievler - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/cumhuriyet-mh-genc-binada-31-ara-kat-ceylan-gayrimenkul-den-17057458/,,,,,,
975,17057270,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,11-15,5.Kat,6,Kombi Doğalgaz,Boş,500 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,38.000TL, Kartal - Atalar Mahallesi,https://www.emlakjet.com//ilan/atalarin-merkezinde-genc-binada-genis-31-17057270/,İkinci El,Betonarme,,Yok,,
976,17057211,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,704,1,13.500TL, Eyüpsultan - Esentepe Mahallesi,https://www.emlakjet.com//ilan/ozer-emlak-tan-kiralik-daire-11-5-17057211/,,,,,,
977,17057207,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+0,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,28.000TL, Sarıyer - Emirgan Mahallesi,https://www.emlakjet.com//ilan/istanbul-sariyer-emirgan-kiralik-20-daire-17057207/,,,Boş,Yok,,
978,17057112,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,19.000TL, Güngören - Güven Mahallesi,https://www.emlakjet.com//ilan/cesit-emlak-guven-mahallesi-yuruyus-yolu-yakini-31kiralik-daire-17057112/,,,Boş,Yok,,
979,17057097,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,72 m²,84 m²,2+1,21 Ve Üzeri,6.Kat,7,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,25.000TL, Esenyurt - Aşık Veysel Mahallesi,https://www.emlakjet.com//ilan/esenkent-orkide-evlerinde-kiralik-21-tadilatli-temiz-17057097/,,,Eşyalı,Yok,,
980,17056972,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,70 m²,76 m²,1+1,3,6.Kat,15,Merkezi (Pay Ölçer),Boş,,Tapu Kaydı Yok,Evet,,1,,,,,,,,Genel Fiyat,,,33.000TL, Zeytinburnu - Sümer Mahallesi,https://www.emlakjet.com//ilan/loca-mahal-sitesinde-peyzaj-manzarali-11-kiralik-daire-17056972/,,,Boş,Yok,,
981,17056931,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,170 m²,190 m²,5+2,1,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,35.500TL, Sultanbeyli - Adil Mahallesi,https://www.emlakjet.com//ilan/heradan-adilde-52-lux-kiralik-dubleks-daire-17056931/,,,Boş,Yok,,
982,17056875,22 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,Yok,,,,,,,,Genel Fiyat,,,15.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/gulistan-ins-kiralik-daire-17056875/,,,,Yok,,
983,17056866,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,75 m²,95 m²,1+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,100 TL,Yabancıdan,Hayır,28000 TL,1,,Var,,,,,,Genel Fiyat,,,14.000TL, Esenyurt - Turgut Özal Mahallesi,https://www.emlakjet.com//ilan/merkezi-ve-nezih-lokasyonunda-full-esyali-temiz-daire-17056866/,,,Eşyalı,,,
984,17056861,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,35 m²,60 m²,Stüdyo,5-10,5.Kat,15,Kombi Doğalgaz,Boş,1200 TL,Yabancıdan,Evet,24000 TL,1,,,,,,,,Genel Fiyat,,,12.000TL, Esenyurt - Barbaros Hayrettin Paşa Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yurume-mesafesi-ultra-luks-temiz-studyo-esyali-daire-17056861/,,,Eşyalı,,,
985,17056792,21 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,50000 TL,1,,Var,1,Kapalı Balkon,,,,Genel Fiyat,313,18,27.500TL, Üsküdar - Selimiye Mahallesi,https://www.emlakjet.com//ilan/selimiye-sifirlanmis-kiralik-21-kombili-daire-3-kat-17056792/,İkinci El,Betonarme,Boş,Yok,Evet,
986,17056785,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,45 m²,58 m²,1+1,5-10,10.Kat,26,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,18.500TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/bahcekent-emlak-konutlari-kiralik-11-daire-17056785/,,,Boş,Yok,,
987,17056754,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,105 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,40000 TL,1,,Var,1,Kapalı Balkon,5 m²,1,,Genel Fiyat,278,16,20.000TL, Bağcılar - Çınar Mahallesi,https://www.emlakjet.com//ilan/sahibinden-merkezi-konumda-120m2-masrafsiz-daire-17056754/,İkinci El,,Boş,Yok,,
988,17056740,21 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,3,Kot 1 (-1).Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/paradan-bos-balkonlu-ayri-mutfak-luks-21-daire-metro-15dk-17056740/,,,Boş,Yok,,
989,17056651,21 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,2,,Var,1,,,,,Genel Fiyat,,,36.000TL, Küçükçekmece - Yeni Mahalle Mahallesi,https://www.emlakjet.com//ilan/seba-dan-yeni-mh-31-150m2-sifir-asansorlu-genis-terasli-dubleks-17056651/,,,,,Evet,
990,17056596,21 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,21 Ve Üzeri,Çatı Katı,5,Doğalgaz Sobalı,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,16.000TL, Sultangazi - İsmetpaşa Mahallesi,https://www.emlakjet.com//ilan/ismetpasa-mah-kiralik-31-130m2-4-kat-17056596/,,,Boş,Yok,,
991,17056538,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,32000 TL,1,,Var,2,Açık Balkon,,1,,Genel Fiyat,,,32.000TL, Sarıyer - Tarabya Mahallesi,https://www.emlakjet.com//ilan/tarabyada-31-ara-kat-kiralik-daire-17056538/,,,,Yok,,
