,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Price,Location,link,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Görüntülü Gezilebilir mi?,Ada,Parsel,Balkon Tipi,Yapı Durumu,Yapı Tipi,WC Sayısı,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
1052,16219277,05 Kasım 2024,05 Şubat 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,Çatı Katı,2,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,12.500TL, Merkezefendi - Merkez Efendi Mahallesi,https://www.emlakjet.com//ilan/denizli-merkez-akkonak-parki-mevki-kiralik-21-daire-16219277/,,,,,,,,,,,,,,,
1053,16217160,05 Kasım 2024,24 Şubat 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Birim Fiyat,7.500TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/hikmetoglu-gayrimenkul-den-11-kiralik-apart-16217160/,,,,,,,,,,,,,,,
1054,16216237,05 Kasım 2024,30 Aralık 2024,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,6.Kat,7,Merkezi Doğalgaz,Boş,,Bilinmiyor,Evet,,1,Genel Fiyat,15.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/city-life-havuzlu-site-icerisinde-kiralik-11-apart-16216237/,,,,,,,,,,,,,,,
1055,16214055,04 Kasım 2024,06 Şubat 2025,Konut,Kiralık,Daire,36 m²,39 m²,Stüdyo,11-15,5.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,6.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/era-fly-dan-asmalievler-de-kiralik-apart-universiteye-10-dk-16214055/,,,,,,,,,,,,,,,
1056,16212594,04 Kasım 2024,28 Şubat 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,15.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/mehmetcik-te-21-arakat-daire-kiraliktir-16212594/,,,,,,,,,İkinci El,Betonarme,,,,,
1057,16211117,04 Kasım 2024,05 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/bagbasi-yuksektepe-arkasi-kiralik-arakat-11-esyali-apart-16211117/,0 TL,20000 TL,,,Hayır,,,,,Betonarme,1,,,,
1058,16210746,04 Kasım 2024,11 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,8.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/metropol-gayrimenkulden-kiralik-11-16210746/,,8500 TL,,,,,,,,,,,,,
1059,16206708,03 Kasım 2024,30 Aralık 2024,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,2.Kat,3,Yerden Isıtma,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,14.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-karsisi-kiralik-arakat-11-luks-apart-16206708/,,14000 TL,,,,,,,,,,,,,
1060,16206702,03 Kasım 2024,30 Aralık 2024,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,2.Kat,3,Yerden Isıtma,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-karsisi-kiralik-balkonlu-luks-apart-16206702/,,15000 TL,,1,,,,Açık Balkon,,,,,,,
1061,16201779,02 Kasım 2024,11 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,3,3.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/yunusemrede-kiralik-21-lux-apart-depozitosuz-16201779/,,,,,,,,,,,,,,,
1062,16201674,02 Kasım 2024,11 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,2.Kat,3,Merkezi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,9.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoyde-kiralik-11-genis-apart-depozitosuz-16201674/,,,,,,,,,,,,,,,
1063,16201606,02 Kasım 2024,30 Aralık 2024,Konut,Kiralık,Daire,120 m²,125 m²,2+1,21 Ve Üzeri,3.Kat,3,Merkezi (Pay Ölçer),Kiracı Oturuyor,,Bilinmiyor,Evet,,1,Genel Fiyat,16.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/eskidjiden-pau-ye-cok-yakin-site-icerisinde-kiralik-daire-16201606/,,,,,,,,,,,,,,,
1064,16199183,02 Kasım 2024,11 Mart 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,3,Çatı Katı,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,6.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievlerde-kiralik-10suit-apart-16199183/,,6000 TL,,,,,,,,,,,,,
1065,16199178,02 Kasım 2024,11 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/yunusemrede-kiralik-lux-apart-16199178/,,,,,,,,,,,,,,,
1066,16190775,31 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,11.000TL, Pamukkale - Kervansaray Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-kervansarayda-kiralik-31-daire-16190775/,,,,,,,,,,,,,,,
1067,16190064,31 Ekim 2024,10 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/universiteye-yakin-11-21-sifir-luks-kiralik-apartlar-16190064/,,,,,,,,,,,,,,,
1068,16182028,30 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,6.Kat,6,Merkezi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,15.500TL, Merkezefendi - Servergazi Mahallesi,https://www.emlakjet.com//ilan/servergazi-mahallesinde-kiralik-daire-16182028/,,,,3,,,,,,,,,,,
1069,16173693,28 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,8.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-sitelerde-21-cati-kati-16173693/,,,,,,,,,,,,,,,
1070,16161629,25 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,45 m²,55 m²,1+1,1,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Saray Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-daire-16161629/,,,,,,,,,,,,,,,
1071,16161625,25 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,45 m²,55 m²,1+1,1,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Çarşı Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-daire-16161625/,,,,,,,,,,,,,,,
1072,16157134,25 Ekim 2024,26 Şubat 2025,Konut,Kiralık,Daire,165 m²,185 m²,3+1,0 (Yeni),3.Kat,9,Yerden Isıtma,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,45.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/peralife-gayrimenkulden-semikler-mahallesinde-kiralik-185-m2-31-ozel-guvenlikli-daire-16157134/,,,,,,,,,Sıfır,Betonarme,,,,,
1073,16153480,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievler-mah-11-40-m-firsat-apart-pau-yakini-16153480/,,,,,,,,,,,,,,,
1074,16153478,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,185 m²,200 m²,3.5+1,4,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,28.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalette-3-5-1-185m2-arakat-luks-kiralik-daire-16153478/,,,,,,,,,,,,,,,
1075,16153473,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,118 m²,122 m²,2+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/kayalik-cd-de-21-arakat-asansorlu-kiralik-daire-depozit-senet-16153473/,,,,,,,,,,,,,,,
1076,16153466,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,130 m²,145 m²,3+1,3,2.Kat,3,Yerden Isıtma,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/cakmakta-31-kiralik-daire-31-140-m2-yerden-isitmal-16153466/,,,,,,,,,,,,,,,
1077,16153452,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,8.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoyde-arakat-kiralik-apart-16153452/,,,,,,,,,,,,,,,
1078,16151369,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,55 m²,65 m²,2+1,5-10,Çatı Dubleks,3,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,,1,Genel Fiyat,13.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/dedehan-gayrimenkul-den-21-esyali-kiralik-apart-16151369/,,,,,,,,,,,,,,,
1079,16149029,24 Ekim 2024,26 Şubat 2025,Konut,Kiralık,Daire,100 m²,120 m²,2.5+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,19.500TL, Merkezefendi - 1200 Evler Mahallesi,https://www.emlakjet.com//ilan/karadag-gayrimenkulden-mustakil-apartmanda-2-5-1-kiralik-daire-16149029/,,,,,,,,,,,,,,,
1080,16147051,24 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,135 m²,145 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,18.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/tugaya-jandarmaya-1-dakika-31-145-m-arakat-aileye-kiralik-konut-16147051/,,,,,,,,,,,,,,,
1081,16145991,24 Ekim 2024,26 Şubat 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mahallesin-de-31-ara-kat-asansorlu-kiralik-dairemiz-16145991/,,,,,,,,,,,,,,,
1082,16144167,23 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievler-de-pau-ye-2km-mesafede-11-21-full-esyali-daireler-16144167/,,,,,,,,,,,,,,,
1083,16128237,21 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,135 m²,145 m²,3+1,0 (Yeni),3.Kat,5,Yerden Isıtma,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,21.750TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/servergazi-emlak-karahasanli-kiralik-31-sifir-arakat-16128237/,,,,,,,,,,,,,,,
1084,16127857,21 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,175 m²,185 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,24.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mahallesinde-muhtesem-konumda-185-metre-kiralik-daire-16127857/,,,,,,,,,,,,,,,
1085,16121274,19 Ekim 2024,25 Şubat 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,17.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/bursa-caddesinde-75-m2-esyali-21-kiralik-daire-16121274/,,,,,,,,,,,,,,,
1086,16119129,19 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,113 m²,152 m²,3+1,21 Ve Üzeri,4.Kat,8,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,,1,Genel Fiyat,15.500TL, Pamukkale - Fesleğen Mahallesi,https://www.emlakjet.com//ilan/feslegen-mahallesi-cadde-ustunde-ici-yeni-ara-kat-31-daire-16119129/,150 TL,17000 TL,Var,,Evet,,,,İkinci El,,1,,,,
1087,16118260,19 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-bursa-caddesinde-31-bahce-kati-16118260/,,,,,,,,,,,,,,,
1088,16117694,19 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,48 m²,50 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/metropol-gayrimenkulden-kiralik-forumcamlik-yaninda-16117694/,250 TL,12000 TL,,1,,,,Fransız Balkon,,,,,,,
1089,16113048,18 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievlerde-kiralik-11-sifir-lux-apart-16113048/,,,,,,,,,,,,,,,
1090,16112333,18 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,2.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,Bilinmiyor,Hayır,,1,Genel Fiyat,20.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/cakmakta-kiralik-arakat-daire-16112333/,200 TL,22000 TL,,,,,,,,,,,,,
1091,16107513,17 Ekim 2024,29 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,3,2.Kat,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,9.500TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/lise-caddesinde-arakat-11-klimali-16107513/,,,,,,,,,,,,,,,
1092,16106911,17 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,59 m²,60 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,12.250TL, Pamukkale - Hacıkaplanlar Mahallesi,https://www.emlakjet.com//ilan/hacikaplanlar-mah-full-sifir-esyali-genis-oturumlu-11-daire-16106911/,,,,,,,,,,,,,,,
1093,16106885,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,147 m²,155 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-mh-de-foruma-yakin-31-kiralik-arakat-daire-16106885/,,,,,,,,,,,,,,,
1094,16106878,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,35 m²,40 m²,1+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,8.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/degirmenonu-citirekmek-yakini-11-kiralik-apart-8000-16106878/,,,,,,,,,,,,,,,
1095,16106776,17 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,72 m²,75 m²,2+0,16-20,Yüksek Giriş,3,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-mah-genis-aileye-uygun-full-esyali-20-daire-16106776/,,,,,,,,,,,,,,,
1096,16106753,17 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,Stüdyo,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,7.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/cerrahi-hastanesi-arkasi-ful-esyali-kiralik-11-daire-16106753/,,,,,,,,,,,,,,,
1097,16104944,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,55 m²,60 m²,2+1,1,3.Kat,4,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Kızılcasöğüt Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-daire-karcelik-emlak-tan-16104944/,,,,,,,,,,,,,,,
1098,16104940,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),2.Kat,4,Kat Kaloriferi,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Çayır Mahallesi,https://www.emlakjet.com//ilan/merkez-de-kiralik-full-esyali-luks-11-daireler-16104940/,,,,,,,,,,,,,,,
1099,16104938,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,85 m²,90 m²,2+1,3,2.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Çarşı Mahallesi,https://www.emlakjet.com//ilan/21-kiralik-merkezde-esyali-daire-16104938/,,,,,,,,,,,,,,,
1100,16104936,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,50 m²,55 m²,1+1,1,Düz Giriş (Zemin),3,Klimalı,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Çivril - Çayır Mahallesi,https://www.emlakjet.com//ilan/kiralik-esyali-daire-11-klimali-16104936/,,,,,,,,,,,,,,,
1101,16104933,17 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,145 m²,150 m²,3+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Evet,Yok,1,Genel Fiyat,11.000TL, Çivril - Yukarı Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-16104933/,,,,,,,,,,,,,,,
1102,16102184,16 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/metropol-gayrimenkulden-asmalievlerde-11-kiralik-16102184/,,10000 TL,,1,,,,Fransız Balkon,,,,,,,
1103,16100201,16 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinarda-kiralik-11-apart-16100201/,,,,,,,,,,,,,,,
1104,16097274,16 Ekim 2024,21 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,4,1.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Merkezefendi - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/erkus-gyo-dan-adalet-parkina-yakin-esyali-21-kiralik-apart-16097274/,,,,,Evet,,,,İkinci El,Betonarme,,,,,
1105,16096135,15 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,140 m²,150 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Fesleğen Mahallesi,https://www.emlakjet.com//ilan/istiklal-10-nisana-yakin-31-arakat-asansorlu-kiralik-daire-16096135/,,,,,,,,,,,,,,,
1106,16096119,15 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/pau-hastanesi-karsisinda-11-arakat-balkonlu-kiralik-apart-16096119/,,,,,,,,,,,,,,,
1107,16093073,15 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,180 m²,190 m²,4+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,,Bilinmiyor,Hayır,,2,Genel Fiyat,22.000TL, Merkezefendi - Gültepe Mahallesi,https://www.emlakjet.com//ilan/naz-bayrak-ve-albayrak-meydanina-yurume-mesafesinde-41-kiralik-daire-16093073/,,,,,,,,,,,,,,,
1108,16090379,14 Ekim 2024,11 Mart 2025,Konut,Kiralık,Daire,160 m²,180 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,Bilinmiyor,Hayır,,1,Genel Fiyat,16.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/remax-revizyondan-kiralik-31-genis-daire-16090379/,,,,3,,,,,,,,,,,
1109,16084616,14 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,1.Kat,3,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/swiss-life-dan-asmalievler-de-11-kiralik-apart-16084616/,,,,,,,,,,,,,,,
1110,16082724,14 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,35 m²,45 m²,1+1,11-15,Kot 2 (-2).Kat,4,Merkezi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,7.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/denizli-kinikli-kampus-kafeler-mevki-kiralik-apartlar-16082724/,,,,,,,,,,,,,,,
1111,16082718,14 Ekim 2024,30 Aralık 2024,Konut,Kiralık,Daire,115 m²,120 m²,2+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/erkus-gyo-dan-cakmak-ta-sifir-kiralik-daire-16082718/,,,,,,,,,,,,,,,
1112,16082716,14 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,150 m²,155 m²,3+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,17.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/erkus-gyo-dan-adalet-mahallesinde-31-kiralik-daire-16082716/,,,,,,,,,,,,,,,
1113,16082704,14 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,4,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-te-kiralik-suit-daire-16082704/,,,,,,,,,,,,,,,
1114,16082699,14 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,Bahçe Katı,2,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,8.000TL, Merkezefendi - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/bahcelievlerde-adliye-ye-yakin-11-kiralik-apart-16082699/,,,,,,,,,,,,,,,
1115,16082696,14 Ekim 2024,28 Şubat 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,9.Kat,9,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,17.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/erkus-gyodan-denizli-semikler-kiralik-esyali-daire-16082696/,,,,,,,,,,,,,,,
1116,16082691,14 Ekim 2024,21 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Merkezefendi - Bereketler Mahallesi,https://www.emlakjet.com//ilan/erkus-gyo-dan-servergazi-hastanesi-ne-yakin-sifir-11-apart-16082691/,,0 TL,Var,1,,,,,Sıfır,Betonarme,,,,,
